BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1578243,3420558,1842315,78957,2960759
2,4324765,5999549,1674784,78957,3099192
3,6977428,8607812,1630384,78957,3141173
4,9503818,11166756,1662938,78957,3141103
5,12034639,13708744,1674105,78957,3141296
6,14495340,16179016,1683676,78957,3141171
7,16983557,18656502,1672945,78957,3141239
8,19447460,21102771,1655311,78957,3141094
9,21862534,23543223,1680689,78957,3141376
10,24325079,26007847,1682768,78957,3141511
11,26769323,28417456,1648133,78957,3141402
12,29194207,30889652,1695445,78957,3141401
13,31789105,33481629,1692524,78957,3194087
14,34381259,36100473,1719214,78957,3299259
15,36985154,38698687,1713533,78957,3299299
16,39538822,41262186,1723364,78957,3299108
17,42093546,43806565,1713019,78957,3299123
18,44640349,46354386,1714037,78957,3299078
19,47258426,48986655,1728229,78957,3299388
20,49811010,51557565,1746555,78957,3299093
21,52386418,54109052,1722634,78957,3298909
22,54927551,56647696,1720145,78957,3299227
23,57488730,59200098,1711368,78957,3299183
24,60024249,61756535,1732286,78957,3298990
25,62600485,64314780,1714295,78957,3299094
26,65140681,66864518,1723837,78957,3299265
27,67684197,69404695,1720498,78957,3299148
28,70230874,71971123,1740249,78957,3299230
29,72799621,74564836,1765215,78957,3299219
30,75395725,77117724,1721999,78957,3299090
31,78011380,79748142,1736762,78957,3299343
32,80651644,82387783,1736139,78957,3299481
33,82399481,82401225,1744,5,711
