BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,94762,106765,12003,170,6056
2,150839,161255,10416,170,6263
3,199667,210921,11254,170,6262
4,240975,255317,14342,170,6261
5,284401,297114,12713,170,6263
6,322215,333867,11652,170,6324
7,365788,377241,11453,170,6600
8,403190,412778,9588,170,6605
9,435052,447061,12009,170,6602
10,471405,480884,9479,170,6600
11,500428,511811,11383,170,6593
12,537703,547175,9472,170,6604
13,571337,581116,9779,170,6605
14,608961,619441,10480,170,6597
15,643079,652686,9607,170,6602
16,670807,680782,9975,170,6596
17,694935,697137,2202,8,794
