BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16379061,42446012,26066951,1223170,48879695
2,62372518,88927005,26554487,1223170,51101669
3,107341010,133947678,26606668,1223170,51101842
4,150929871,177435010,26505139,1223170,51101574
5,195060265,221871074,26810809,1223170,51101296
6,240742791,267298437,26555646,1223170,51103156
7,284780019,311355798,26575779,1223170,51068888
8,329146407,355828141,26681734,1223170,50866147
9,375555866,401833620,26277754,1223170,56922704
10,421892458,447844822,25952364,1223170,58207424
11,467986203,494128169,26141966,1223170,58206579
12,512837579,538887957,26050378,1223170,58206279
13,557417318,583479438,26062120,1223170,58205566
14,602158401,628058210,25899809,1223170,58061685
15,645538353,671720693,26182340,1223170,57701308
16,689655575,715829714,26174139,1223170,57700116
17,715851085,715852997,1912,3,643
