BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2340170,5782528,3442358,157914,6059433
2,7821415,11115792,3294377,157914,6281758
3,12972827,16253589,3280762,157914,6281949
4,17877528,21158119,3280591,157914,6281815
5,22967090,26281949,3314859,157914,6282369
6,27855534,31136295,3280761,157914,6282285
7,33030119,36363952,3333833,157914,6492828
8,38229127,41616913,3387786,157914,6597889
9,43812796,47223660,3410864,157914,6597683
10,49562127,52942748,3380621,157914,6597963
11,55057431,58448860,3391429,157914,6597618
12,59989756,63384490,3394734,157914,6597655
13,65486653,68863712,3377059,157914,6597841
14,70963144,74484201,3521057,157914,6597860
15,76595238,80042553,3447315,157914,6597791
16,82308030,85712812,3404782,157914,6598306
17,85724477,85726200,1723,5,711
