BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,370071,449031,78960,85,3200
2,503883,540706,36823,85,3374
3,588966,615530,26564,85,3390
4,645577,675118,29541,85,3391
5,718604,958031,239427,85,3391
6,993240,1049778,56538,85,3389
7,1084063,1116286,32223,85,3387
8,1148724,1258458,109734,85,3392
9,1290579,1342067,51488,85,3392
10,1372971,1408768,35797,85,3389
11,1434902,1467102,32200,85,3397
12,1498597,1600990,102393,85,3445
13,1636104,1684403,48299,85,3555
14,1718391,1834796,116405,85,3563
15,1868095,1926752,58657,85,3560
16,1953080,2001893,48813,85,3563
17,2034614,2060206,25592,85,3565
18,2087121,2110449,23328,85,3555
19,2134859,2160295,25436,85,3561
20,2182950,2311085,128135,85,3557
21,2332731,2361114,28383,85,3559
22,2383496,2411066,27570,85,3552
23,2430037,2452747,22710,85,3572
24,2474644,2528098,53454,85,3550
25,2547101,2569842,22741,85,3560
26,2593288,2619899,26611,85,3563
27,2641067,2695085,54018,85,3553
28,2719095,2980466,261371,85,3562
29,3006236,3030377,24141,85,3561
30,3054559,3080448,25889,85,3559
31,3101556,3130488,28932,85,3558
32,3153474,3180567,27093,85,3556
33,3245760,3272477,26717,8,794
