BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1797498,7143033,5345535,78957,2960759
2,8163272,10292718,2129446,78957,3099192
3,11353605,13510713,2157108,78957,3141173
4,14582683,16465214,1882531,78957,3141103
5,17367623,19079665,1712042,78957,3141296
6,20045966,21651224,1605258,78957,3141171
7,22503322,24229770,1726448,78957,3141239
8,25165868,27054368,1888500,78957,3141094
9,27876286,29633163,1756877,78957,3141376
10,30492410,32319758,1827348,78957,3141511
11,33149438,34976948,1827510,78957,3141402
12,35794589,37720795,1926206,78957,3141401
13,38737799,40817967,2080168,78957,3194087
14,41834917,43962161,2127244,78957,3299259
15,44944939,46722555,1777616,78957,3299299
16,47642184,49575160,1932976,78957,3299108
17,50504385,52477268,1972883,78957,3299123
18,53373604,54952308,1578704,78957,3299078
19,55947399,57888556,1941157,78957,3299388
20,58831956,60859149,2027193,78957,3299093
21,61799085,64115547,2316462,78957,3298909
22,65003335,67021905,2018570,78957,3299227
23,67952737,69648458,1695721,78957,3299183
24,70571621,72442250,1870629,78957,3298990
25,73362334,75220952,1858618,78957,3299094
26,76143947,77895383,1751436,78957,3299265
27,78812424,80864926,2052502,78957,3299148
28,81806138,83978552,2172414,78957,3299230
29,84907458,86787069,1879611,78957,3299219
30,87701871,89768044,2066173,78957,3299090
31,90739354,92909474,2170120,78957,3299343
32,93885144,95972124,2086980,78957,3299481
33,96057209,96089995,32786,5,711
