BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2015444,6343300,4327856,78957,2960759
2,7350708,9423543,2072835,78957,3099192
3,10415834,12778660,2362826,78957,3141173
4,13848604,16072986,2224382,78957,3141103
5,16999048,18897213,1898165,78957,3141296
6,19847902,21720006,1872104,78957,3141171
7,22589946,24354334,1764388,78957,3141239
8,25304795,26881666,1576871,78957,3141094
9,27732728,29775668,2042940,78957,3141376
10,30640413,32584022,1943609,78957,3141511
11,33414409,35251978,1837569,78957,3141402
12,36108142,38226259,2118117,78957,3141401
13,39264250,40902631,1638381,78957,3194087
14,41911008,43659717,1748709,78957,3299259
15,44660744,46356846,1696102,78957,3299299
16,47254210,49193050,1938840,78957,3299108
17,50112949,51958044,1845095,78957,3299123
18,52869637,54564019,1694382,78957,3299078
19,55550209,57374368,1824159,78957,3299388
20,58333267,60176149,1842882,78957,3299093
21,61120624,63107575,1986951,78957,3298909
22,64022973,66098969,2075996,78957,3299227
23,67044105,69016499,1972394,78957,3299183
24,69945638,71869631,1923993,78957,3298990
25,72776115,74336518,1560403,78957,3299094
26,75238527,77078700,1840173,78957,3299265
27,78005130,79993349,1988219,78957,3299148
28,80934897,82760126,1825229,78957,3299230
29,83688277,85629488,1941211,78957,3299219
30,86524614,88709604,2184990,78957,3299090
31,89693241,91460937,1767696,78957,3299343
32,92457259,94841489,2384230,78957,3299481
33,94909173,94933691,24518,5,711
