BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15380421,46227440,30847019,1223170,48879695
2,63986595,95205108,31218513,1223170,51101669
3,113290526,144125768,30835242,1223170,51101842
4,161294675,192499304,31204629,1223170,51101574
5,210403475,241010918,30607443,1223170,51101296
6,258952727,289381549,30428822,1223170,51103156
7,306706441,337042062,30335621,1223170,51068888
8,354327711,384737737,30410026,1223170,50866147
9,405990088,436250484,30260396,1223170,56922704
10,456185402,486633618,30448216,1223170,58207424
11,506219066,536478753,30259687,1223170,58206579
12,555109650,585309818,30200168,1223170,58206279
13,604287452,634529868,30242416,1223170,58205566
14,653155158,683416877,30261719,1223170,58061685
15,701697218,731868803,30171585,1223170,57701308
16,749869785,779757973,29888188,1223170,57700116
17,779796736,779798826,2090,3,643
