BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2187551,6273650,4086099,157914,6059433
2,8329042,12108513,3779471,157914,6281758
3,14116608,17796353,3679745,157914,6281949
4,19632503,23342106,3709603,157914,6281815
5,25274307,28924190,3649883,157914,6282369
6,30712283,34524395,3812112,157914,6282285
7,36653860,40427470,3773610,157914,6492828
8,42406497,46208625,3802128,157914,6597889
9,47986393,51830601,3844208,157914,6597683
10,53837770,57671447,3833677,157914,6597963
11,59492818,63315920,3823102,157914,6597618
12,65095956,68944572,3848616,157914,6597655
13,70749309,74566813,3817504,157914,6597841
14,76359159,80167231,3808072,157914,6597860
15,81950934,85808065,3857131,157914,6597791
16,87696067,91512799,3816732,157914,6598306
17,91543024,91545266,2242,5,711
