BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,18504101,43620051,25115950,1223170,48879695
2,74147759,99285590,25137831,1223170,51101669
3,136068860,161077988,25009128,1223170,51101842
4,197714823,223159900,25445077,1223170,51101574
5,261411562,286946711,25535149,1223170,51101296
6,326203598,351510410,25306812,1223170,51103156
7,388456998,413554595,25097597,1223170,51068888
8,450806477,475843696,25037219,1223170,50866147
9,515184771,539447462,24262691,1223170,56922704
10,581661747,607571723,25909976,1223170,58207424
11,649435021,674341251,24906230,1223170,58206579
12,714579529,739816710,25237181,1223170,58206279
13,780349975,804763435,24413460,1223170,58205566
14,846493068,870970688,24477620,1223170,58061685
15,908309028,932170498,23861470,1223170,57701308
16,969480726,994720215,25239489,1223170,57700116
17,994766979,994770363,3384,3,643
