BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2273757,6548433,4274676,157914,6059433
2,8691422,12606084,3914662,157914,6281758
3,14614834,18472569,3857735,157914,6281949
4,20280879,24071163,3790284,157914,6281815
5,25898310,29604834,3706524,157914,6282369
6,31436306,35173317,3737011,157914,6282285
7,37243685,40977790,3734105,157914,6492828
8,42954909,46773991,3819082,157914,6597889
9,48587090,52493511,3906421,157914,6597683
10,54499989,58406763,3906774,157914,6597963
11,60333385,64154699,3821314,157914,6597618
12,65979882,69862144,3882262,157914,6597655
13,71674951,75523530,3848579,157914,6597841
14,77348044,81201088,3853044,157914,6597860
15,83029683,86814027,3784344,157914,6597791
16,88773195,92622176,3848981,157914,6598306
17,92648425,92657211,8786,5,711
