BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2169645,7220719,5051074,157914,6059433
2,9251524,14029008,4777484,157914,6281758
3,16013772,20688985,4675213,157914,6281949
4,22456516,27082121,4625605,157914,6281815
5,28862825,33474526,4611701,157914,6282369
6,35321886,39888279,4566393,157914,6282285
7,41880699,46633413,4752714,157914,6492828
8,48553312,53355276,4801964,157914,6597889
9,55128730,59858975,4730245,157914,6597683
10,61766593,66555966,4789373,157914,6597963
11,68331041,73253598,4922557,157914,6597618
12,75046287,79869785,4823498,157914,6597655
13,81644931,86486107,4841176,157914,6597841
14,88251804,93070713,4818909,157914,6597860
15,94831088,99820067,4988979,157914,6597791
16,101723981,106585810,4861829,157914,6598306
17,106611730,106616105,4375,5,711
