BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1813346,7400563,5587217,78957,2960759
2,8423046,11110832,2687786,78957,3099192
3,12104451,14268677,2164226,78957,3141173
4,15349897,17467510,2117613,78957,3141103
5,18410827,20630614,2219787,78957,3141296
6,21587708,23590260,2002552,78957,3141171
7,24452336,26754067,2301731,78957,3141239
8,27689475,29379015,1689540,78957,3141094
9,30219276,32120727,1901451,78957,3141376
10,32959573,34715305,1755732,78957,3141511
11,35571886,37077936,1506050,78957,3141402
12,37924136,39897041,1972905,78957,3141401
13,40942174,42966473,2024299,78957,3194087
14,43996445,45890850,1894405,78957,3299259
15,46879342,48990277,2110935,78957,3299299
16,49911011,52217256,2306245,78957,3299108
17,53154872,55376603,2221731,78957,3299123
18,56299443,58303492,2004049,78957,3299078
19,59300912,61236653,1935741,78957,3299388
20,62202975,64165776,1962801,78957,3299093
21,65084598,67415859,2331261,78957,3298909
22,68314125,70465723,2151598,78957,3299227
23,71413869,73180382,1766513,78957,3299183
24,74119148,76386668,2267520,78957,3298990
25,77316046,79031534,1715488,78957,3299094
26,79972796,81729200,1756404,78957,3299265
27,82681128,84736039,2054911,78957,3299148
28,85683602,87766263,2082661,78957,3299230
29,88688299,90785901,2097602,78957,3299219
30,91715463,93894691,2179228,78957,3299090
31,94898951,96610547,1711596,78957,3299343
32,97597416,99359153,1761737,78957,3299481
33,99584785,99639324,54539,5,711
