BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,88356,97574,9218,170,6056
2,147945,155934,7989,170,6263
3,195171,203332,8161,170,6262
4,232649,247118,14469,170,6261
5,277751,286268,8517,170,6263
6,313309,320044,6735,170,6324
7,342893,349708,6815,170,6600
8,375165,381443,6278,170,6605
9,401779,409025,7246,170,6602
10,430669,437201,6532,170,6600
11,455241,460470,5229,170,6593
12,477649,484245,6596,170,6604
13,504386,509296,4910,170,6605
14,528455,535302,6847,170,6597
15,553739,558505,4766,170,6602
16,574846,580271,5425,170,6596
17,590628,592199,1571,8,794
