BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,73219,79381,6162,85,3200
2,118487,123990,5503,85,3374
3,158798,164576,5778,85,3390
4,185949,194114,8165,85,3391
5,218287,223804,5517,85,3391
6,244671,250384,5713,85,3389
7,272715,279409,6694,85,3387
8,303464,309668,6204,85,3392
9,328785,335119,6334,85,3392
10,352137,357264,5127,85,3389
11,376061,381147,5086,85,3397
12,398512,403811,5299,85,3445
13,423822,429243,5421,85,3555
14,449104,454751,5647,85,3563
15,470929,476791,5862,85,3560
16,495180,501732,6552,85,3563
17,531588,537251,5663,85,3565
18,552351,560346,7995,85,3555
19,575328,579043,3715,85,3561
20,594334,602133,7799,85,3557
21,615931,624809,8878,85,3559
22,638575,642236,3661,85,3552
23,656345,662599,6254,85,3572
24,677051,681264,4213,85,3550
25,694832,703098,8266,85,3560
26,717394,721161,3767,85,3563
27,735070,745020,9950,85,3553
28,761261,765317,4056,85,3562
29,780295,786336,6041,85,3561
30,800518,804127,3609,85,3559
31,817758,828247,10489,85,3558
32,841694,853399,11705,85,3556
33,866783,878410,11627,8,794
