BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16091546,51848224,35756678,1223170,48879695
2,69740137,102912696,33172559,1223170,51101669
3,121327518,156089874,34762356,1223170,51101842
4,173941706,207713313,33771607,1223170,51101574
5,225524681,259858614,34333933,1223170,51101296
6,278488028,311909551,33421523,1223170,51103156
7,328874014,362564539,33690525,1223170,51068888
8,380448232,414135364,33687132,1223170,50866147
9,434118377,466567868,32449491,1223170,56922704
10,486940273,518878757,31938484,1223170,58207424
11,538732029,571451657,32719628,1223170,58206579
12,590258832,621841549,31582717,1223170,58206279
13,640546055,671850314,31304259,1223170,58205566
14,690716214,722470515,31754301,1223170,58061685
15,740341352,771446091,31104739,1223170,57701308
16,789388267,820189167,30800900,1223170,57700116
17,820458421,820571146,112725,3,643
