BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,78169,84562,6393,85,3200
2,128022,133682,5660,85,3374
3,174411,180205,5794,85,3390
4,202077,227644,25567,85,3391
5,251914,257989,6075,85,3391
6,279290,285321,6031,85,3389
7,308523,315446,6923,85,3387
8,337384,344472,7088,85,3392
9,364818,370415,5597,85,3392
10,387439,393308,5869,85,3389
11,412110,426364,14254,85,3397
12,444125,449314,5189,85,3445
13,470063,475283,5220,85,3555
14,499069,504507,5438,85,3563
15,520820,526718,5898,85,3560
16,542558,548176,5618,85,3563
17,565511,569582,4071,85,3565
18,584529,593712,9183,85,3555
19,609536,615171,5635,85,3561
20,631060,634871,3811,85,3557
21,649659,655535,5876,85,3559
22,670024,677364,7340,85,3552
23,691476,702500,11024,85,3572
24,717024,727670,10646,85,3550
25,745926,749637,3711,85,3560
26,763555,769523,5968,85,3563
27,783280,794620,11340,85,3553
28,808813,819701,10888,85,3562
29,833493,837163,3670,85,3561
30,851665,861670,10005,85,3559
31,875265,878933,3668,85,3558
32,892803,903487,10684,85,3556
33,916892,928450,11558,8,794
