BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1581538,3411467,1829929,78957,2960759
2,4327818,5979524,1651706,78957,3099192
3,6977417,8644983,1667566,78957,3141173
4,9490078,11131935,1641857,78957,3141103
5,11997770,13731637,1733867,78957,3141296
6,14507835,16195192,1687357,78957,3141171
7,17019331,18693805,1674474,78957,3141239
8,19481508,21113975,1632467,78957,3141094
9,21888206,23577848,1689642,78957,3141376
10,24356489,26049484,1692995,78957,3141511
11,26809080,28425569,1616489,78957,3141402
12,29186763,30867561,1680798,78957,3141401
13,31793913,33487243,1693330,78957,3194087
14,34415520,36155328,1739808,78957,3299259
15,37081432,38773064,1691632,78957,3299299
16,39606310,41326358,1720048,78957,3299108
17,42174435,43894699,1720264,78957,3299123
18,44705272,46390299,1685027,78957,3299078
19,47315125,49030813,1715688,78957,3299388
20,49865829,51596865,1731036,78957,3299093
21,52438545,54136904,1698359,78957,3298909
22,54971643,56717053,1745410,78957,3299227
23,57549192,59237306,1688114,78957,3299183
24,60075892,61808311,1732419,78957,3298990
25,62644121,64358584,1714463,78957,3299094
26,65186487,66894485,1707998,78957,3299265
27,67729030,69437086,1708056,78957,3299148
28,70282139,71982986,1700847,78957,3299230
29,72805790,74526375,1720585,78957,3299219
30,75360930,77086645,1725715,78957,3299090
31,77988331,79703322,1714991,78957,3299343
32,80603146,82326652,1723506,78957,3299481
33,82340110,82341716,1606,5,711
