BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,101976,112034,10058,170,6056
2,159862,168825,8963,170,6263
3,206405,215694,9289,170,6262
4,245742,258376,12634,170,6261
5,287597,297748,10151,170,6263
6,325087,335187,10100,170,6324
7,364975,374324,9349,170,6600
8,400262,409519,9257,170,6605
9,435784,443280,7496,170,6602
10,465374,474572,9198,170,6600
11,493833,501106,7273,170,6593
12,519937,529505,9568,170,6604
13,551173,558989,7816,170,6605
14,587374,595631,8257,170,6597
15,620157,627836,7679,170,6602
16,649102,657258,8156,170,6596
17,671855,673741,1886,8,794
