BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,789079,890856,101777,85,3200
2,945771,982424,36653,85,3374
3,1027191,1065631,38440,85,3390
4,1092186,1133364,41178,85,3391
5,1168334,1207734,39400,85,3391
6,1241041,1424979,183938,85,3389
7,1457946,1491552,33606,85,3387
8,1529609,1733835,204226,85,3392
9,1767734,1859061,91327,85,3392
10,1891937,1925804,33867,85,3389
11,1955418,1992429,37011,85,3397
12,2026477,2134627,108150,85,3445
13,2170368,2226423,56055,85,3555
14,2259341,2376810,117469,85,3563
15,2404674,2443588,38914,85,3560
16,2467512,2527053,59541,85,3563
17,2548281,2585227,36946,85,3565
18,2603147,2635492,32345,85,3555
19,2656300,2693801,37501,85,3561
20,2711924,2870757,158833,85,3557
21,2893683,2920797,27114,85,3559
22,2943589,2970790,27201,85,3552
23,2994358,3020883,26525,85,3572
24,3044995,3104466,59471,85,3550
25,3128270,3154446,26176,85,3560
26,3175175,3204408,29233,85,3563
27,3228307,3288128,59821,85,3553
28,3311564,3522131,210567,85,3562
29,3546643,3572135,25492,85,3561
30,3595622,3622213,26591,85,3559
31,3646767,3672341,25574,85,3558
32,3695682,3722263,26581,85,3556
33,3785778,3814179,28401,8,794
