BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1421210,3593485,2172275,78957,2960759
2,4664512,6677918,2013406,78957,3099192
3,7739867,9638566,1898699,78957,3141173
4,10703780,12611603,1907823,78957,3141103
5,13532383,15369890,1837507,78957,3141296
6,16324363,18220433,1896070,78957,3141171
7,19070910,20933104,1862194,78957,3141239
8,21877737,23761564,1883827,78957,3141094
9,24615646,26447331,1831685,78957,3141376
10,27296870,29222406,1925536,78957,3141511
11,30066354,31986105,1919751,78957,3141402
12,32884816,34820624,1935808,78957,3141401
13,35820325,37703634,1883309,78957,3194087
14,38731640,40661421,1929781,78957,3299259
15,41674695,43612818,1938123,78957,3299299
16,44549167,46485661,1936494,78957,3299108
17,47434554,49462182,2027628,78957,3299123
18,50388307,52406069,2017762,78957,3299078
19,53447998,55404182,1956184,78957,3299388
20,56367335,58328337,1961002,78957,3299093
21,59274420,61239692,1965272,78957,3298909
22,62177276,64095892,1918616,78957,3299227
23,65034974,67000809,1965835,78957,3299183
24,67918769,69893493,1974724,78957,3298990
25,70804975,72791629,1986654,78957,3299094
26,73781159,75781427,2000268,78957,3299265
27,76737303,78917114,2179811,78957,3299148
28,79848209,81829506,1981297,78957,3299230
29,82766424,84726669,1960245,78957,3299219
30,85656708,87607152,1950444,78957,3299090
31,88602139,90561271,1959132,78957,3299343
32,91545547,93549367,2003820,78957,3299481
33,93576166,93578225,2059,5,711
