BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6590985,22043015,15452030,611585,24105036
2,29471802,44532598,15060796,611585,24775177
3,52969871,68224863,15254992,611585,25550958
4,77253872,92567523,15313651,611585,25551229
5,101473050,116666511,15193461,611585,25551465
6,125137620,140391567,15253947,611585,25550895
7,149067521,164319597,15252076,611585,25551498
8,172773047,188059217,15286170,611585,25550594
9,196919140,212261479,15342339,611585,25550757
10,220817589,236110516,15292927,611585,25551057
11,245397045,260668755,15271710,611585,25551883
12,269291249,284546620,15255371,611585,25551791
13,293073965,308298363,15224398,611585,25551023
14,316772237,332132005,15359768,611585,25518383
15,340963659,356203174,15239515,611585,25433023
16,364653458,379893111,15239653,611585,25433642
17,390111798,405217709,15105911,611585,27819945
18,415212894,430416015,15203121,611585,29103277
19,439779369,454982301,15202932,611585,29103356
20,464673118,479744285,15071167,611585,29104586
21,489991097,505030564,15039467,611585,29103057
22,514743911,529900186,15156275,611585,29104040
23,539797537,554855128,15057591,611585,29103410
24,565088208,580203996,15115788,611585,29103387
25,590166683,605366197,15199514,611585,29103318
26,615079670,630162753,15083083,611585,29102766
27,640255952,655398493,15142541,611585,29102933
28,665152459,680164864,15012405,611585,28959270
29,689005720,703995233,14989513,611585,28851427
30,712961602,728007309,15045707,611585,28850399
31,737215902,752277343,15061441,611585,28850080
32,761432028,776269327,14837299,611585,28850554
33,776290122,776308511,18389,3,643
