BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,489987,656556,166569,170,6056
2,734164,773000,38836,170,6263
3,829849,889751,59902,170,6262
4,923082,1041934,118852,170,6261
5,1093602,1157304,63702,170,6263
6,1197694,1307720,110026,170,6324
7,1361121,1558087,196966,170,6600
8,1604104,1666542,62438,170,6605
9,1699155,1733222,34067,170,6602
10,1762626,1900725,138099,170,6600
11,1933205,1967194,33989,170,6593
12,2002101,2067512,65411,170,6604
13,2101193,2134198,33005,170,6605
14,2165508,2301237,135729,170,6597
15,2325419,2359636,34217,170,6602
16,2389924,2518549,128625,170,6596
17,2668887,2702157,33270,8,794
