BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2023262,3818617,1795355,78957,2960759
2,5705053,7330101,1625048,78957,3099192
3,9052868,10563935,1511067,78957,3141173
4,12380484,13847902,1467418,78957,3141103
5,15717486,17220476,1502990,78957,3141296
6,19027229,20544542,1517313,78957,3141171
7,22188810,23671947,1483137,78957,3141239
8,25553002,27068310,1515308,78957,3141094
9,28736370,30256164,1519794,78957,3141376
10,31945048,33501871,1556823,78957,3141511
11,35189632,36672191,1482559,78957,3141402
12,38366666,39857470,1490804,78957,3141401
13,41732351,43222062,1489711,78957,3194087
14,45144986,46736025,1591039,78957,3299259
15,48737646,50269970,1532324,78957,3299299
16,52039079,53636839,1597760,78957,3299108
17,55427893,56990281,1562388,78957,3299123
18,58776699,60339741,1563042,78957,3299078
19,62318654,63896635,1577981,78957,3299388
20,65658468,67217544,1559076,78957,3299093
21,69035076,70547729,1512653,78957,3298909
22,72313905,73919402,1605497,78957,3299227
23,75757026,77305628,1548602,78957,3299183
24,79056252,80665768,1609516,78957,3298990
25,82414289,83963073,1548784,78957,3299094
26,85825694,87430935,1605241,78957,3299265
27,89216316,90759581,1543265,78957,3299148
28,92545248,94117202,1571954,78957,3299230
29,95878120,97437720,1559600,78957,3299219
30,99230456,100859502,1629046,78957,3299090
31,102763692,104314529,1550837,78957,3299343
32,106190167,107830733,1640566,78957,3299481
33,107862382,107864492,2110,5,711
