BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,17749157,42602501,24853344,1223170,48879695
2,76643465,101679180,25035715,1223170,51101669
3,141566530,166956244,25389714,1223170,51101842
4,203303365,228851461,25548096,1223170,51101574
5,264506065,289699416,25193351,1223170,51101296
6,328927549,354293275,25365726,1223170,51103156
7,391674946,416836576,25161630,1223170,51068888
8,453919471,479310026,25390555,1223170,50866147
9,522071957,546576495,24504538,1223170,56922704
10,588986505,613147340,24160835,1223170,58207424
11,655795604,680585765,24790161,1223170,58206579
12,721159805,745534568,24374763,1223170,58206279
13,786921781,811123500,24201719,1223170,58205566
14,851739152,875972558,24233406,1223170,58061685
15,913203187,937215166,24011979,1223170,57701308
16,974311551,999103809,24792258,1223170,57700116
17,999141059,999143254,2195,3,643
