BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,84381,91221,6840,85,3200
2,127506,133020,5514,85,3374
3,170938,176891,5953,85,3390
4,198396,206424,8028,85,3391
5,233914,239515,5601,85,3391
6,260609,266310,5701,85,3389
7,287031,293478,6447,85,3387
8,315323,321453,6130,85,3392
9,339345,345739,6394,85,3392
10,362912,367913,5001,85,3389
11,385767,390798,5031,85,3397
12,408388,414198,5810,85,3445
13,433880,439236,5356,85,3555
14,459348,464792,5444,85,3563
15,480461,485836,5375,85,3560
16,503542,508984,5442,85,3563
17,528406,532474,4068,85,3565
18,547471,556444,8973,85,3555
19,571722,577420,5698,85,3561
20,593598,599505,5907,85,3557
21,613606,623315,9709,85,3559
22,637110,642755,5645,85,3552
23,656567,665252,8685,85,3572
24,682644,686336,3692,85,3550
25,700408,707136,6728,85,3560
26,723925,727599,3674,85,3563
27,741464,748872,7408,85,3553
28,762630,766391,3761,85,3562
29,780217,790825,10608,85,3561
30,808656,812330,3674,85,3559
31,826249,832427,6178,85,3558
32,845811,849506,3695,85,3556
33,862430,864435,2005,8,794
