BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1397971,4180931,2782960,78957,2960759
2,5157676,7593107,2435431,78957,3099192
3,8591577,10984233,2392656,78957,3141173
4,12043756,14365306,2321550,78957,3141103
5,15294636,17597128,2302492,78957,3141296
6,18515851,20870269,2354418,78957,3141171
7,21712900,24056254,2343354,78957,3141239
8,24996880,27310519,2313639,78957,3141094
9,28161221,30493268,2332047,78957,3141376
10,31343385,33709003,2365618,78957,3141511
11,34546699,36944411,2397712,78957,3141402
12,37791586,40121538,2329952,78957,3141401
13,41074713,43371989,2297276,78957,3194087
14,44365353,46815104,2449751,78957,3299259
15,47801935,50274940,2473005,78957,3299299
16,51190172,53647291,2457119,78957,3299108
17,54567558,57032616,2465058,78957,3299123
18,57948978,60351316,2402338,78957,3299078
19,61335611,63796680,2461069,78957,3299388
20,64714387,67158256,2443869,78957,3299093
21,68071434,70481513,2410079,78957,3298909
22,71403356,73800917,2397561,78957,3299227
23,74744089,77200408,2456319,78957,3299183
24,78117977,80573645,2455668,78957,3298990
25,81487251,83952171,2464920,78957,3299094
26,84876805,87293378,2416573,78957,3299265
27,88216082,90592830,2376748,78957,3299148
28,91506746,93940005,2433259,78957,3299230
29,94859015,97339020,2480005,78957,3299219
30,98257564,100698390,2440826,78957,3299090
31,101678460,104135766,2457306,78957,3299343
32,105089505,107504219,2414714,78957,3299481
33,107534474,107536985,2511,5,711
