BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,100230,111547,11317,170,6056
2,159286,169781,10495,170,6263
3,204845,216000,11155,170,6262
4,247563,262220,14657,170,6261
5,293475,305979,12504,170,6263
6,330861,342262,11401,170,6324
7,373486,385171,11685,170,6600
8,412891,424690,11799,170,6605
9,449013,461332,12319,170,6602
10,483675,493936,10261,170,6600
11,512514,521307,8793,170,6593
12,540038,552281,12243,170,6604
13,570402,580266,9864,170,6605
14,598411,608751,10340,170,6597
15,627265,637355,10090,170,6602
16,656517,662961,6444,170,6596
17,675711,681762,6051,8,794
