BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1417129,3644115,2226986,78957,2960759
2,4668999,6645614,1976615,78957,3099192
3,7644864,9552159,1907295,78957,3141173
4,10619166,12514080,1894914,78957,3141103
5,13474718,15385648,1910930,78957,3141296
6,16337397,18225342,1887945,78957,3141171
7,19113632,20980415,1866783,78957,3141239
8,21926329,23805539,1879210,78957,3141094
9,24640883,26546371,1905488,78957,3141376
10,27436214,29403758,1967544,78957,3141511
11,30234161,32117662,1883501,78957,3141402
12,33009627,34968537,1958910,78957,3141401
13,35999207,37888732,1889525,78957,3194087
14,38907185,40852861,1945676,78957,3299259
15,41836132,43792459,1956327,78957,3299299
16,44712333,46725714,2013381,78957,3299108
17,47642786,49589875,1947089,78957,3299123
18,50503955,52447765,1943810,78957,3299078
19,53426679,55378610,1951931,78957,3299388
20,56332946,58274214,1941268,78957,3299093
21,59249446,61177407,1927961,78957,3298909
22,62137508,64104984,1967476,78957,3299227
23,65072926,67020529,1947603,78957,3299183
24,67925360,69873260,1947900,78957,3298990
25,70827988,72737018,1909030,78957,3299094
26,73655937,75632985,1977048,78957,3299265
27,76588339,78560020,1971681,78957,3299148
28,79499639,81438301,1938662,78957,3299230
29,82349878,84274509,1924631,78957,3299219
30,85196490,87180801,1984311,78957,3299090
31,88160691,90114492,1953801,78957,3299343
32,91104037,93060674,1956637,78957,3299481
33,93087916,93091916,4000,5,711
