BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15700481,46054059,30353578,1223170,48879695
2,64352860,94865385,30512525,1223170,51101669
3,112914302,143182128,30267826,1223170,51101842
4,160378111,190537814,30159703,1223170,51101574
5,208312932,238617702,30304770,1223170,51101296
6,257479261,287758432,30279171,1223170,51103156
7,305028579,335135926,30107347,1223170,51068888
8,353402190,383616201,30214011,1223170,50866147
9,403286244,433529693,30243449,1223170,56922704
10,453941499,483941436,29999937,1223170,58207424
11,503714147,533748785,30034638,1223170,58206579
12,552236978,582289055,30052077,1223170,58206279
13,601040379,630969268,29928889,1223170,58205566
14,649694149,679518037,29823888,1223170,58061685
15,697102143,727174384,30072241,1223170,57701308
16,744912636,774956143,30043507,1223170,57700116
17,775005424,775007902,2478,3,643
