BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15924144,50829966,34905822,1223170,48879695
2,68623598,101215356,32591758,1223170,51101669
3,119898720,152832323,32933603,1223170,51101842
4,170588747,204026225,33437478,1223170,51101574
5,221762642,255726223,33963581,1223170,51101296
6,274627021,307908225,33281204,1223170,51103156
7,325212395,359244680,34032285,1223170,51068888
8,377253423,409896845,32643422,1223170,50866147
9,430002359,461439833,31437474,1223170,56922704
10,482018886,514098449,32079563,1223170,58207424
11,533885689,566345093,32459404,1223170,58206579
12,584983858,616801606,31817748,1223170,58206279
13,635727080,667775869,32048789,1223170,58205566
14,686450865,718455892,32005027,1223170,58061685
15,736327527,767934670,31607143,1223170,57701308
16,786084592,817767043,31682451,1223170,57700116
17,817961976,818122573,160597,3,643
