BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,88531,98953,10422,170,6056
2,152899,160681,7782,170,6263
3,203079,210516,7437,170,6262
4,240407,251344,10937,170,6261
5,281900,289590,7690,170,6263
6,317241,323789,6548,170,6324
7,347511,354246,6735,170,6600
8,380656,386816,6160,170,6605
9,407753,413340,5587,170,6602
10,434025,442186,8161,170,6600
11,460324,465498,5174,170,6593
12,485047,490702,5655,170,6604
13,509113,514000,4887,170,6605
14,531804,538524,6720,170,6597
15,556009,560827,4818,170,6602
16,577404,584445,7041,170,6596
17,596320,598031,1711,8,794
