BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1418888,3540477,2121589,78957,2960759
2,4565619,6454480,1888861,78957,3099192
3,7521861,9370649,1848788,78957,3141173
4,10441550,12337477,1895927,78957,3141103
5,13272051,15090401,1818350,78957,3141296
6,16053498,17898385,1844887,78957,3141171
7,18766436,20577518,1811082,78957,3141239
8,21529811,23406593,1876782,78957,3141094
9,24274700,26100357,1825657,78957,3141376
10,26949206,28810109,1860903,78957,3141511
11,29673621,31517052,1843431,78957,3141402
12,32416646,34307134,1890488,78957,3141401
13,35313621,37174772,1861151,78957,3194087
14,38183648,40131245,1947597,78957,3299259
15,41123703,43006157,1882454,78957,3299299
16,43936707,45905251,1968544,78957,3299108
17,46842330,48770215,1927885,78957,3299123
18,49702395,51620633,1918238,78957,3299078
19,52667212,54598438,1931226,78957,3299388
20,55561809,57496436,1934627,78957,3299093
21,58421311,60310365,1889054,78957,3298909
22,61241495,63177048,1935553,78957,3299227
23,64122138,66070128,1947990,78957,3299183
24,66991430,68902201,1910771,78957,3298990
25,69825491,71796535,1971044,78957,3299094
26,72770907,74677949,1907042,78957,3299265
27,75627665,77526720,1899055,78957,3299148
28,78454103,80384838,1930735,78957,3299230
29,81309349,83234789,1925440,78957,3299219
30,84164908,86061693,1896785,78957,3299090
31,87058380,88994396,1936016,78957,3299343
32,89986427,91927434,1941007,78957,3299481
33,91953640,91958082,4442,5,711
