BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,89976,100831,10855,170,6056
2,155139,163752,8613,170,6263
3,206488,218446,11958,170,6262
4,249584,261119,11535,170,6261
5,290630,298430,7800,170,6263
6,325116,332105,6989,170,6324
7,355448,362249,6801,170,6600
8,387462,393673,6211,170,6605
9,414084,419960,5876,170,6602
10,440760,447021,6261,170,6600
11,465247,470332,5085,170,6593
12,488153,494797,6644,170,6604
13,515046,520061,5015,170,6605
14,539689,546499,6810,170,6597
15,564209,569238,5029,170,6602
16,587489,592744,5255,170,6596
17,602836,604518,1682,8,794
