BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2215615,6359101,4143486,157914,6059433
2,8507600,12428022,3920422,157914,6281758
3,14296277,18103655,3807378,157914,6281949
4,20005703,23833471,3827768,157914,6281815
5,25641422,29401638,3760216,157914,6282369
6,31210660,34935564,3724904,157914,6282285
7,36964053,40750741,3786688,157914,6492828
8,42708526,46606509,3897983,157914,6597889
9,48437904,52296897,3858993,157914,6597683
10,54366264,58313171,3946907,157914,6597963
11,60193795,64078439,3884644,157914,6597618
12,65912777,69822510,3909733,157914,6597655
13,71643305,75523566,3880261,157914,6597841
14,77351653,81237661,3886008,157914,6597860
15,83055910,86938709,3882799,157914,6597791
16,88925696,92845075,3919379,157914,6598306
17,92869410,92871423,2013,5,711
