BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,399216,481048,81832,170,6056
2,540662,572406,31744,170,6263
3,631844,689516,57672,170,6262
4,734999,1150275,415276,170,6261
5,1197976,1332445,134469,170,6263
6,1378164,1507911,129747,170,6324
7,1557981,1616320,58339,170,6600
8,1651494,1716558,65064,170,6605
9,1753435,1783253,29818,170,6602
10,1814284,2118759,304475,170,6600
11,2155538,2193503,37965,170,6593
12,2225341,2293761,68420,170,6604
13,2328029,2368983,40954,170,6605
14,2395654,2561230,165576,170,6597
15,2595606,2636261,40655,170,6602
16,2669420,2702891,33471,170,6596
17,2786183,2819777,33594,8,794
