BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6379183,26364542,19985359,611585,24105036
2,33560599,52414095,18853496,611585,24775177
3,60348709,80319368,19970659,611585,25550958
4,89125421,108685731,19560310,611585,25551229
5,117328241,136853096,19524855,611585,25551465
6,145065434,164340419,19274985,611585,25550895
7,172658826,192275141,19616315,611585,25551498
8,200482125,219616316,19134191,611585,25550594
9,228303597,247515403,19211806,611585,25550757
10,255759687,274955663,19195976,611585,25551057
11,283926390,303163874,19237484,611585,25551883
12,311632041,330743537,19111496,611585,25551791
13,339109840,358552812,19442972,611585,25551023
14,366840579,386035453,19194874,611585,25518383
15,394548439,413648626,19100187,611585,25433023
16,421974914,441010199,19035285,611585,25433642
17,451033670,470214107,19180437,611585,27819945
18,479883435,498891780,19008345,611585,29103277
19,508108815,527197354,19088539,611585,29103356
20,536599320,555335743,18736423,611585,29104586
21,565141959,584248199,19106240,611585,29103057
22,593653107,612578816,18925709,611585,29104040
23,622177476,641095277,18917801,611585,29103410
24,650495645,669561385,19065740,611585,29103387
25,679184523,697965236,18780713,611585,29103318
26,707720527,726651025,18930498,611585,29102766
27,736266833,755266861,19000028,611585,29102933
28,764619517,783662150,19042633,611585,28959270
29,792221039,811151225,18930186,611585,28851427
30,819711374,838575337,18863963,611585,28850399
31,847433529,866327205,18893676,611585,28850080
32,875135474,893904496,18769022,611585,28850554
33,893932421,893934859,2438,3,643
