BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,100114,110073,9959,170,6056
2,156337,165355,9018,170,6263
3,201297,210628,9331,170,6262
4,242913,255439,12526,170,6261
5,284415,294686,10271,170,6263
6,319697,329124,9427,170,6324
7,359777,369441,9664,170,6600
8,394684,404023,9339,170,6605
9,425082,432898,7816,170,6602
10,454052,461710,7658,170,6600
11,480406,489290,8884,170,6593
12,508205,515813,7608,170,6604
13,534404,542817,8413,170,6605
14,561170,573575,12405,170,6597
15,594228,601498,7270,170,6602
16,618916,627118,8202,170,6596
17,644186,646248,2062,8,794
