BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,94510,105651,11141,170,6056
2,151264,161645,10381,170,6263
3,199226,210159,10933,170,6262
4,242337,257312,14975,170,6261
5,286282,296691,10409,170,6263
6,321918,331822,9904,170,6324
7,362021,373651,11630,170,6600
8,398850,409616,10766,170,6605
9,430448,442506,12058,170,6602
10,463403,472691,9288,170,6600
11,491838,500983,9145,170,6593
12,519410,528519,9109,170,6604
13,546811,558938,12127,170,6605
14,578050,587778,9728,170,6597
15,608277,618677,10400,170,6602
16,642352,648426,6074,170,6596
17,661569,663449,1880,8,794
