BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15584607,45316485,29731878,1223170,48879695
2,63157929,93528409,30370480,1223170,51101669
3,111896358,141763444,29867086,1223170,51101842
4,159527703,189484598,29956895,1223170,51101574
5,207250775,237213022,29962247,1223170,51101296
6,256129052,286112488,29983436,1223170,51103156
7,302911090,333077359,30166269,1223170,51068888
8,351040680,381081019,30040339,1223170,50866147
9,400920102,430934044,30013942,1223170,56922704
10,450463731,480427011,29963280,1223170,58207424
11,499869548,529563078,29693530,1223170,58206579
12,548287780,578038745,29750965,1223170,58206279
13,597186349,626955598,29769249,1223170,58205566
14,645694861,675349319,29654458,1223170,58061685
15,693344798,723007319,29662521,1223170,57701308
16,741157454,770699473,29542019,1223170,57700116
17,770752880,770758851,5971,3,643
