BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16367406,42171368,25803962,1223170,48879695
2,62110742,88541438,26430696,1223170,51101669
3,106971795,133455694,26483899,1223170,51101842
4,150544709,176969795,26425086,1223170,51101574
5,194574728,221063855,26489127,1223170,51101296
6,239808030,266421879,26613849,1223170,51103156
7,283917162,310290147,26372985,1223170,51068888
8,328074485,354487869,26413384,1223170,50866147
9,374272338,400423517,26151179,1223170,56922704
10,420507804,446374281,25866477,1223170,58207424
11,466640185,492391069,25750884,1223170,58206579
12,511177233,537236730,26059497,1223170,58206279
13,556218815,582201290,25982475,1223170,58205566
14,600980952,626930389,25949437,1223170,58061685
15,644768601,670806390,26037789,1223170,57701308
16,688766586,714757752,25991166,1223170,57700116
17,714778696,714780503,1807,3,643
