BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,188415,201179,12764,170,6056
2,280138,290003,9865,170,6263
3,360256,375284,15028,170,6262
4,434100,458089,23989,170,6261
5,514839,532837,17998,170,6263
6,583157,598495,15338,170,6324
7,653444,671775,18331,170,6600
8,730842,743458,12616,170,6605
9,791675,808056,16381,170,6602
10,855096,863405,8309,170,6600
11,903617,920208,16591,170,6593
12,962135,975336,13201,170,6604
13,1017447,1030662,13215,170,6605
14,1073242,1085239,11997,170,6597
15,1126108,1140540,14432,170,6602
16,1184252,1198958,14706,170,6596
17,1226690,1228966,2276,8,794
