BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6436065,26042086,19606021,611585,24105036
2,33366274,52137778,18771504,611585,24775177
3,60147073,80044004,19896931,611585,25550958
4,88896268,109059453,20163185,611585,25551229
5,117765813,137084938,19319125,611585,25551465
6,145341867,164764168,19422301,611585,25550895
7,173150807,193103580,19952773,611585,25551498
8,201375812,220977391,19601579,611585,25550594
9,229720409,248945384,19224975,611585,25550757
10,257258056,276336292,19078236,611585,25551057
11,285391112,304644149,19253037,611585,25551883
12,313154144,332230590,19076446,611585,25551791
13,340505596,359750698,19245102,611585,25551023
14,368512486,387638582,19126096,611585,25518383
15,396184597,415177366,18992769,611585,25433023
16,423465283,442511373,19046090,611585,25433642
17,452365669,471078629,18712960,611585,27819945
18,480733960,499424885,18690925,611585,29103277
19,508662420,527490194,18827774,611585,29103356
20,536905656,555655172,18749516,611585,29104586
21,565464391,584044120,18579729,611585,29103057
22,593269192,611812291,18543099,611585,29104040
23,621452690,640113395,18660705,611585,29103410
24,649716575,668430234,18713659,611585,29103387
25,678042073,696803328,18761255,611585,29103318
26,706579969,725661257,19081288,611585,29102766
27,735293284,754323480,19030196,611585,29102933
28,763667422,782688101,19020679,611585,28959270
29,791284486,810255711,18971225,611585,28851427
30,818974032,837843280,18869248,611585,28850399
31,846702972,865517950,18814978,611585,28850080
32,874300716,892964338,18663622,611585,28850554
33,892992654,892995269,2615,3,643
