BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,168925,180347,11422,85,3200
2,257399,263053,5654,85,3374
3,321299,331968,10669,85,3390
4,376649,393702,17053,85,3391
5,449487,455229,5742,85,3391
6,499670,507466,7796,85,3389
7,550868,563020,12152,85,3387
8,617235,627213,9978,85,3392
9,662588,670587,7999,85,3392
10,710482,718994,8512,85,3389
11,762060,770436,8376,85,3397
12,809037,816842,7805,85,3445
13,860627,869857,9230,85,3555
14,911523,923106,11583,85,3563
15,964163,973673,9510,85,3560
16,1013846,1024103,10257,85,3563
17,1063186,1068661,5475,85,3565
18,1106274,1115327,9053,85,3555
19,1152887,1162413,9526,85,3561
20,1206377,1211703,5326,85,3557
21,1245417,1253289,7872,85,3559
22,1290179,1300089,9910,85,3552
23,1336983,1341947,4964,85,3572
24,1376616,1386025,9409,85,3550
25,1423082,1428100,5018,85,3560
26,1462656,1470942,8286,85,3563
27,1505210,1514985,9775,85,3553
28,1553717,1558822,5105,85,3562
29,1594966,1604916,9950,85,3561
30,1639658,1644440,4782,85,3559
31,1681906,1686879,4973,85,3558
32,1722739,1732762,10023,85,3556
33,1760115,1761942,1827,8,794
