BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6522895,21410441,14887546,611585,24105036
2,28767664,43555816,14788152,611585,24775177
3,51915643,66828644,14913001,611585,25550958
4,75782965,90714447,14931482,611585,25551229
5,99499978,114327279,14827301,611585,25551465
6,122755865,137602928,14847063,611585,25550895
7,146008048,160951916,14943868,611585,25551498
8,169335411,184175014,14839603,611585,25550594
9,192942942,207961807,15018865,611585,25550757
10,216296093,231103158,14807065,611585,25551057
11,240223165,255159287,14936122,611585,25551883
12,263670692,278563165,14892473,611585,25551791
13,286967037,301798900,14831863,611585,25551023
14,310300891,325212713,14911822,611585,25518383
15,333834163,348647038,14812875,611585,25433023
16,356986661,371926686,14940025,611585,25433642
17,381837933,396628732,14790799,611585,27819945
18,406443742,421168667,14724925,611585,29103277
19,430452594,445376327,14923733,611585,29103356
20,454827750,469731006,14903256,611585,29104586
21,479633130,494603215,14970085,611585,29103057
22,504038501,518936337,14897836,611585,29104040
23,528504861,543539191,15034330,611585,29103410
24,553314391,568387365,15072974,611585,29103387
25,578204787,593327059,15122272,611585,29103318
26,602875580,617974203,15098623,611585,29102766
27,627493275,642586759,15093484,611585,29102933
28,651955759,667002940,15047181,611585,28959270
29,675702157,690742789,15040632,611585,28851427
30,699468897,714493540,15024643,611585,28850399
31,723391395,738445565,15054170,611585,28850080
32,747264038,762187639,14923601,611585,28850554
33,762217485,762219655,2170,3,643
