BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2495490,9786397,7290907,157914,6059433
2,11838173,15899229,4061056,157914,6281758
3,17890023,21771203,3881180,157914,6281949
4,23547743,27147729,3599986,157914,6281815
5,29024497,32704127,3679630,157914,6282369
6,34456948,38529212,4072264,157914,6282285
7,41004787,44896591,3891804,157914,6492828
8,47044873,50811136,3766263,157914,6597889
9,52634805,56487563,3852758,157914,6597683
10,58434236,62412992,3978756,157914,6597963
11,64191007,67898028,3707021,157914,6597618
12,69759728,73751599,3991871,157914,6597655
13,75594580,79499299,3904719,157914,6597841
14,81343430,85561890,4218460,157914,6597860
15,87376343,91585210,4208867,157914,6597791
16,93500002,97447114,3947112,157914,6598306
17,97535992,97564866,28874,5,711
