BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,89177,99741,10564,170,6056
2,150287,158007,7720,170,6263
3,197229,204799,7570,170,6262
4,234697,246020,11323,170,6261
5,275380,283052,7672,170,6263
6,309718,317914,8196,170,6324
7,341178,347912,6734,170,6600
8,372783,378866,6083,170,6605
9,399866,405348,5482,170,6602
10,427039,433365,6326,170,6600
11,451564,456592,5028,170,6593
12,473971,481385,7414,170,6604
13,501504,506261,4757,170,6605
14,525452,532645,7193,170,6597
15,551048,557554,6506,170,6602
16,575803,580994,5191,170,6596
17,591288,593186,1898,8,794
