BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,74180,80832,6652,85,3200
2,123431,129110,5679,85,3374
3,163131,168801,5670,85,3390
4,190286,198289,8003,85,3391
5,222415,227978,5563,85,3391
6,249756,255466,5710,85,3389
7,281060,287023,5963,85,3387
8,308530,315429,6899,85,3392
9,333808,339465,5657,85,3392
10,356480,362967,6487,85,3389
11,379886,385417,5531,85,3397
12,402735,408860,6125,85,3445
13,429867,435679,5812,85,3555
14,455896,461405,5509,85,3563
15,477376,483069,5693,85,3560
16,499268,505092,5824,85,3563
17,526378,530545,4167,85,3565
18,545458,551093,5635,85,3555
19,566413,572357,5944,85,3561
20,587667,591716,4049,85,3557
21,605810,611180,5370,85,3559
22,625147,630926,5779,85,3552
23,644920,648656,3736,85,3572
24,662664,668509,5845,85,3550
25,682325,686031,3706,85,3560
26,699991,706216,6225,85,3563
27,720042,723789,3747,85,3553
28,737960,744527,6567,85,3562
29,758866,763393,4527,85,3561
30,780403,788847,8444,85,3559
31,803412,809342,5930,85,3558
32,823143,829501,6358,85,3556
33,842246,844295,2049,8,794
